date,sales,profit,discount,quantity,region,category,segment,day_of_week,month,year,is_weekend,is_holiday_season,customers,sales_lag_1,sales_lag_7,sales_lag_30,sales_rolling_7,sales_rolling_30
2022-06-04,1400.4379999999999,-254.2129,0.20714285714285716,49,West,Office Supplies,Home Office,5,6,2022,1,0,49,6082.856,1760.711,7102.67,5662.070357142858,4594.672983333333
2022-06-05,1519.074,15.718400000000006,0.12142857142857143,57,East,Office Supplies,Consumer,6,6,2022,1,0,57,1400.4379999999999,4945.972,5264.6140000000005,5172.5135,4469.82165
2022-06-06,2045.812,273.6496,0.13214285714285715,53,West,Office Supplies,Consumer,0,6,2022,0,0,53,1519.074,12777.168000000001,2991.344,3639.462642857143,4438.303916666667
2022-06-07,2139.738,402.4802,0.08571428571428573,60,West,Office Supplies,Consumer,1,6,2022,0,0,60,2045.812,10280.582,3586.736,2476.484928571429,4390.07065
2022-06-08,490.054,103.2229,0.20714285714285713,56,South,Office Supplies,Corporate,2,6,2022,0,0,56,2139.738,1938.297,2524.3,2269.5930714285714,4322.26245
2022-06-09,11067.928,3587.5281,0.17857142857142858,60,Central,Furniture,Consumer,3,6,2022,0,0,60,490.054,2209.1795,3459.764,3535.128571428572,4575.867916666667
2022-06-10,1554.878,282.4046,0.25,57,West,Office Supplies,Consumer,4,6,2022,0,0,57,11067.928,6082.856,2207.116,2888.274571428571,4554.12665
2022-06-11,4010.936,-162.3229,0.18571428571428572,54,East,Technology,Consumer,5,6,2022,1,0,54,1554.878,1400.4379999999999,5595.392,3261.2028571428573,4501.311449999999
2022-06-12,3063.932,760.6105,0.07142857142857142,53,East,Office Supplies,Corporate,6,6,2022,1,0,53,4010.936,1519.074,5417.648999999999,3481.8968571428572,4422.854216666666
2022-06-13,1387.694,132.888,0.17857142857142858,61,Central,Office Supplies,Consumer,0,6,2022,0,0,61,3063.932,2045.812,2409.6450000000004,3387.88,4388.789183333333
2022-06-14,6047.3640000000005,841.4949,0.09999999999999999,48,East,Furniture,Home Office,1,6,2022,0,0,48,1387.694,2139.738,9473.817000000001,3946.112285714286,4274.574083333334
2022-06-15,1992.619,-679.3247000000001,0.16428571428571428,57,Central,Office Supplies,Consumer,2,6,2022,0,0,57,6047.3640000000005,490.054,4151.142,4160.764428571429,4202.623316666667
2022-06-16,2812.778,648.9097,0.21428571428571427,61,Central,Office Supplies,Consumer,3,6,2022,0,0,61,1992.619,11067.928,5720.193,2981.4572857142857,4105.709483333334
2022-06-17,1484.738,315.255,0.14285714285714285,43,East,Office Supplies,Consumer,4,6,2022,0,0,43,2812.778,1554.878,3086.8992000000003,2971.4372857142857,4052.30411
2022-06-18,1714.296,380.7446,0.15,49,West,Office Supplies,Consumer,5,6,2022,1,0,49,1484.738,4010.936,4217.378,2643.345857142857,3968.868043333334
2022-06-19,5274.028,179.39929999999998,0.15714285714285717,49,East,Furniture,Consumer,6,6,2022,1,0,49,1714.296,3063.932,4243.28,2959.073857142857,4003.2263099999996
2022-06-20,1256.182,233.27370000000002,0.1357142857142857,56,East,Office Supplies,Consumer,0,6,2022,0,0,56,5274.028,1387.694,4898.232,2940.2864285714286,3881.8246433333334
2022-06-21,1461.443,150.5943,0.2285714285714286,49,East,Office Supplies,Consumer,1,6,2022,0,0,49,1256.182,6047.3640000000005,1688.08,2285.154857142857,3874.2700766666667
2022-06-22,2329.946,58.832600000000006,0.21428571428571427,55,West,Office Supplies,Consumer,2,6,2022,0,0,55,1461.443,1992.619,2247.058,2333.3444285714286,3877.03301
2022-06-23,5581.215999999999,713.6400000000001,0.12142857142857143,55,West,Office Supplies,Home Office,3,6,2022,0,0,55,2329.946,2812.778,15480.547999999999,2728.8355714285717,3547.055276666667
2022-06-24,2940.2309999999998,659.8054000000001,0.1357142857142857,55,West,Office Supplies,Consumer,4,6,2022,0,0,55,5581.215999999999,1484.738,3487.772,2936.763142857143,3528.8039100000005
2022-06-25,3456.752,403.3698,0.2214285714285714,45,West,Office Supplies,Corporate,5,6,2022,1,0,45,2940.2309999999998,1714.296,3296.3508,3185.685428571429,3534.150616666667
2022-06-26,2451.535,-108.61939999999998,0.19999999999999998,50,Central,Office Supplies,Consumer,6,6,2022,1,0,50,3456.752,5274.028,997.676,2782.472142857143,3582.6125833333335
2022-06-27,4023.558,1480.1273,0.17857142857142858,58,East,Office Supplies,Corporate,0,6,2022,0,0,58,2451.535,1256.182,1760.711,3177.811571428571,3658.0408166666666
2022-06-28,3475.652,488.12780000000004,0.08571428571428573,43,East,Office Supplies,Consumer,1,6,2022,0,0,43,4023.558,1461.443,4945.972,3465.555714285714,3609.03015
2022-06-29,2401.774,582.9348,0.12142857142857143,41,East,Office Supplies,Consumer,2,6,2022,0,0,41,3475.652,2329.946,12777.168000000001,3475.8168571428573,3263.1836833333336
2022-06-30,1652.228,113.44319999999999,0.18571428571428572,57,West,Office Supplies,Consumer,3,6,2022,0,0,57,2401.774,5581.215999999999,10280.582,2914.532857142857,2975.571883333333
2022-07-01,4962.951,1432.3745,0.20714285714285713,52,East,Office Supplies,Consumer,4,7,2022,0,0,52,1652.228,2940.2309999999998,1938.297,3203.492857142857,3076.3936833333337
2022-07-02,2825.2039999999997,652.0174,0.07142857142857142,45,Central,Office Supplies,Consumer,5,7,2022,1,0,45,4962.951,3456.752,2209.1795,3113.271714285714,3096.9278333333336
2022-07-03,5554.11,1169.8303999999998,0.18571428571428572,51,East,Office Supplies,Consumer,6,7,2022,1,0,51,2825.2039999999997,2451.535,6082.856,3556.496714285714,3079.302966666667
2022-07-04,4131.19,-1303.6711,0.2571428571428572,70,West,Office Supplies,Consumer,0,7,2022,0,0,70,5554.11,4023.558,1400.4379999999999,3571.872714285714,3170.328033333333
2022-07-05,5984.398,1031.0023,0.07857142857142858,47,West,Office Supplies,Consumer,1,7,2022,0,0,47,4131.19,3475.652,1519.074,3930.265,3319.1721666666667
2022-07-06,4077.988,797.1691,0.1357142857142857,58,East,Office Supplies,Consumer,2,7,2022,0,0,58,5984.398,2401.774,2045.812,4169.724142857142,3386.9113666666667
2022-07-07,1871.677,273.9033,0.19285714285714287,43,West,Office Supplies,Consumer,3,7,2022,0,0,43,4077.988,1652.228,2139.738,4201.074,3377.976
2022-07-08,714.038,95.0994,0.05714285714285715,36,West,Office Supplies,Consumer,4,7,2022,0,0,36,1871.677,4962.951,490.054,3594.086428571428,3385.442133333333
2022-07-09,3480.276,-270.175,0.20357142857142857,65,East,Office Supplies,Corporate,5,7,2022,1,0,65,714.038,2825.2039999999997,11067.928,3687.668142857143,3132.5204
2022-07-10,2029.505,301.8271,0.19999999999999998,63,Central,Office Supplies,Consumer,6,7,2022,1,0,63,3480.276,5554.11,1554.878,3184.153142857143,3148.3413
2022-07-11,4801.666,33.780499999999996,0.17857142857142858,49,West,Furniture,Consumer,0,7,2022,0,0,49,2029.505,4131.19,4010.936,3279.9354285714285,3174.6989666666664
2022-07-12,1764.801,436.2697,0.07857142857142858,37,West,Office Supplies,Consumer,1,7,2022,0,0,37,4801.666,5984.398,3063.932,2677.135857142857,3131.3945999999996
2022-07-13,2618.918,620.4177999999999,0.09999999999999999,46,Central,Office Supplies,Consumer,2,7,2022,0,0,46,1764.801,4077.988,1387.694,2468.697285714286,3172.4354
2022-07-14,1650.342,243.66129999999998,0.09285714285714286,47,Central,Office Supplies,Consumer,3,7,2022,0,0,47,2618.918,1871.677,6047.3640000000005,2437.078,3025.8680000000004
2022-07-15,2678.636,415.8609,0.12142857142857143,59,East,Office Supplies,Consumer,4,7,2022,0,0,59,1650.342,714.038,1992.619,2717.734857142857,3048.7352333333333
2022-07-16,3419.36,486.7717,0.19999999999999998,58,West,Office Supplies,Consumer,5,7,2022,1,0,58,2678.636,3480.276,2812.778,2709.032571428572,3068.9546333333333
2022-07-17,2099.6200000000003,438.5511,0.2357142857142857,59,East,Office Supplies,Corporate,6,7,2022,1,0,59,3419.36,2029.505,1484.738,2719.049,3089.4507
2022-07-18,1771.85,15.554399999999998,0.19285714285714287,44,West,Office Supplies,Consumer,0,7,2022,0,0,44,2099.6200000000003,4801.666,1714.296,2286.218142857143,3091.3691666666664
2022-07-19,3538.216,-447.12760000000003,0.20714285714285713,51,West,Office Supplies,Consumer,1,7,2022,0,0,51,1771.85,1764.801,5274.028,2539.563142857143,3033.508766666667
2022-07-20,4267.904,394.58889999999997,0.19285714285714284,44,South,Office Supplies,Consumer,2,7,2022,0,0,44,3538.216,2618.918,1256.182,2775.1325714285713,3133.8995
2022-07-21,1447.718,248.9495,0.14285714285714285,44,West,Office Supplies,Consumer,3,7,2022,0,0,44,4267.904,1650.342,1461.443,2746.1862857142855,3133.4420000000005
2022-07-22,1983.166,503.54319999999996,0.19285714285714287,42,East,Office Supplies,Consumer,4,7,2022,0,0,42,1447.718,2678.636,2329.946,2646.833428571429,3121.8826666666664
2022-07-23,2932.04,-736.7425000000001,0.2571428571428572,52,East,Office Supplies,Consumer,5,7,2022,1,0,52,1983.166,3419.36,5581.215999999999,2577.216285714286,3033.5768
2022-07-24,2515.718,424.76259999999996,0.12142857142857144,44,East,Technology,Consumer,6,7,2022,1,0,44,2932.04,2099.6200000000003,2940.2309999999998,2636.6588571428574,3019.4263666666666
2022-07-25,5598.84,914.0093999999999,0.2,50,East,Office Supplies,Consumer,0,7,2022,0,0,50,2515.718,1771.85,3456.752,3183.3717142857145,3090.8293
2022-07-26,2959.812,305.7538,0.17142857142857143,60,Central,Office Supplies,Consumer,1,7,2022,0,0,60,5598.84,3538.216,2451.535,3100.7425714285714,3107.771866666667
2022-07-27,2372.624,619.8682,0.08571428571428573,54,East,Office Supplies,Consumer,2,7,2022,0,0,54,2959.812,4267.904,4023.558,2829.988285714285,3052.7407333333335
2022-07-28,1583.626,174.9295,0.1,48,South,Office Supplies,Consumer,3,7,2022,0,0,48,2372.624,1447.718,3475.652,2849.4037142857137,2989.6732
2022-07-29,450.497,170.535,0.1642857142857143,51,West,Office Supplies,Corporate,4,7,2022,0,0,51,1583.626,1983.166,2401.774,2630.451,2924.630633333333
2022-07-30,10990.265,-4814.0183,0.20714285714285713,65,West,Office Supplies,Consumer,5,7,2022,1,0,65,450.497,2932.04,1652.228,3781.6259999999997,3235.898533333333
2022-07-31,4915.794,912.4073,0.12142857142857143,57,South,Technology,Consumer,6,7,2022,1,0,57,10990.265,2515.718,4962.951,4124.494,3234.326633333333
2022-08-01,8218.140000000001,-793.6333000000002,0.17142857142857146,54,East,Office Supplies,Consumer,0,8,2022,0,0,54,4915.794,5598.84,2825.2039999999997,4498.679714285715,3414.0911666666666
2022-08-02,16081.5,-439.1624999999999,0.13571428571428573,51,West,Office Supplies,Consumer,1,8,2022,0,0,51,8218.140000000001,2959.812,5554.11,6373.206571428572,3765.0041666666666
2022-08-03,3555.654,839.0541,0.0642857142857143,58,Central,Furniture,Corporate,2,8,2022,0,0,58,16081.5,2372.624,4131.19,6542.210857142856,3745.819633333333
2022-08-04,4553.562,1230.7583,0.09642857142857143,59,West,Office Supplies,Consumer,3,8,2022,0,0,59,3555.654,1583.626,5984.398,6966.4874285714295,3698.1250999999997
2022-08-05,3695.332,448.53659999999996,0.15,48,South,Office Supplies,Consumer,4,8,2022,0,0,48,4553.562,450.497,4077.988,7430.035285714285,3685.3698999999997
2022-08-06,4073.2320000000004,782.3009,0.1285714285714286,48,Central,Furniture,Consumer,5,8,2022,1,0,48,3695.332,10990.265,1871.677,6441.8877142857145,3758.7550666666666
2022-08-07,7153.728,2330.2098,0.1642857142857143,64,East,Office Supplies,Consumer,6,8,2022,1,0,64,4073.2320000000004,4915.794,714.038,6761.592571428571,3973.4114
2022-08-08,1795.95,264.4403,0.1,53,West,Office Supplies,Consumer,0,8,2022,0,0,53,7153.728,8218.140000000001,3480.276,5844.136857142857,3917.2672000000002
2022-08-09,1786.092,461.6208,0.10714285714285714,43,East,Office Supplies,Corporate,1,8,2022,0,0,43,1795.95,16081.5,2029.505,3801.9357142857143,3909.1534333333334
2022-08-10,3693.934,866.2239999999999,0.16428571428571428,55,Central,Office Supplies,Consumer,2,8,2022,0,0,55,1786.092,3555.654,4801.666,3821.69,3872.2290333333335
2022-08-11,3362.2369999999996,280.20889999999997,0.125,42,West,Office Supplies,Consumer,3,8,2022,0,0,42,3693.934,4553.562,1764.801,3651.5007142857144,3925.4769000000006
2022-08-12,1626.46,160.26999999999998,0.2785714285714286,65,East,Office Supplies,Consumer,4,8,2022,0,0,65,3362.2369999999996,3695.332,2618.918,3355.947571428572,3892.3949666666667
2022-08-13,1931.4260000000002,290.0343,0.2714285714285714,51,East,Office Supplies,Consumer,5,8,2022,1,0,51,1626.46,4073.2320000000004,1650.342,3049.9752857142857,3901.7644333333333
2022-08-14,1443.4419999999998,24.1106,0.2714285714285714,48,Central,Office Supplies,Consumer,6,8,2022,1,0,48,1931.4260000000002,7153.728,2678.636,2234.220142857143,3860.5913
2022-08-15,2680.01,234.9712,0.17857142857142858,52,Central,Office Supplies,Consumer,0,8,2022,0,0,52,1443.4419999999998,1795.95,3419.36,2360.514428571429,3835.9463
2022-08-16,1359.928,180.0895,0.1142857142857143,52,East,Office Supplies,Consumer,1,8,2022,0,0,52,2680.01,1786.092,2099.6200000000003,2299.6338571428573,3811.2899
2022-08-17,12902.336000000001,4907.1244,0.17857142857142858,55,Central,Office Supplies,Corporate,2,8,2022,0,0,55,1359.928,3693.934,1771.85,3615.119857142857,4182.3061
2022-08-18,1321.8600000000001,-36.92580000000001,0.18571428571428572,48,Central,Office Supplies,Consumer,3,8,2022,0,0,48,12902.336000000001,3362.2369999999996,3538.216,3323.6374285714287,4108.427566666667
2022-08-19,3020.339,422.78779999999995,0.14285714285714285,60,East,Office Supplies,Consumer,4,8,2022,0,0,60,1321.8600000000001,1626.46,4267.904,3522.763,4066.8420666666666
2022-08-20,1385.516,314.89639999999997,0.15714285714285717,55,East,Office Supplies,Consumer,5,8,2022,1,0,55,3020.339,1931.4260000000002,1447.718,3444.7758571428576,4064.7686666666664
2022-08-21,1224.154,186.3896,0.23571428571428574,56,East,Office Supplies,Consumer,6,8,2022,1,0,56,1385.516,1443.4419999999998,1983.166,3413.449,4039.4682666666663
2022-08-22,1971.336,251.8627,0.18571428571428572,68,West,Office Supplies,Consumer,0,8,2022,0,0,68,1224.154,2680.01,2932.04,3312.2098571428573,4007.4448
2022-08-23,2601.8188,371.3358,0.12285714285714287,44,Central,Office Supplies,Consumer,1,8,2022,0,0,44,1971.336,1359.928,2515.718,3489.6228285714287,4010.3148266666667
2022-08-24,1968.606,341.4266,0.12142857142857144,36,East,Office Supplies,Consumer,2,8,2022,0,0,36,2601.8188,12902.336000000001,5598.84,1927.6614000000002,3889.307026666667
2022-08-25,1223.87,242.41920000000002,0.08571428571428572,43,East,Office Supplies,Consumer,3,8,2022,0,0,43,1968.606,1321.8600000000001,2959.812,1913.6628285714285,3831.442293333333
2022-08-26,1687.802,66.40150000000001,0.1285714285714286,46,East,Office Supplies,Consumer,4,8,2022,0,0,46,1223.87,3020.339,2372.624,1723.3003999999999,3808.6148933333334
2022-08-27,1494.2644,192.8212,0.18,36,Central,Office Supplies,Consumer,5,8,2022,1,0,36,1687.802,1385.516,1583.626,1738.8358857142855,3805.6361733333333
2022-08-28,2802.486,2.6652999999999913,0.16428571428571428,49,West,Office Supplies,Consumer,6,8,2022,1,0,49,1494.2644,1224.154,450.497,1964.3118857142856,3884.0358066666668
2022-08-29,3913.118,917.5369000000001,0.1357142857142857,64,West,Office Supplies,Consumer,0,8,2022,0,0,64,2802.486,1971.336,10990.265,2241.7093142857143,3648.1309066666668
2022-08-30,2732.554,536.948,0.19999999999999998,54,Central,Office Supplies,Consumer,1,8,2022,0,0,54,3913.118,2601.8188,4915.794,2260.385771428571,3575.35624
2022-08-31,1060.1779999999999,-47.36630000000001,0.22142857142857145,50,West,Office Supplies,Consumer,2,8,2022,0,0,50,2732.554,1968.606,8218.140000000001,2130.6103428571428,3336.757506666667
2022-09-01,3088.276,221.75809999999998,0.17142857142857143,58,East,Office Supplies,Consumer,3,9,2022,0,0,58,1060.1779999999999,1223.87,16081.5,2396.9540571428574,2903.65004
2022-09-02,2406.41,-494.8672,0.07142857142857142,54,South,Office Supplies,Consumer,4,9,2022,0,0,54,3088.276,1687.802,3555.654,2499.612342857143,2865.341906666667
2022-09-03,743.224,192.8224,0.15714285714285717,52,East,Furniture,Consumer,5,9,2022,1,0,52,2406.41,1494.2644,4553.562,2392.320857142857,2738.33064
2022-09-04,2265.7596,28.63490000000003,0.26571428571428574,44,West,Office Supplies,Consumer,6,9,2022,1,0,44,743.224,2802.486,3695.332,2315.645657142857,2690.6782266666664
2022-09-05,1966.3528,303.5985,0.08,51,East,Office Supplies,Consumer,0,9,2022,0,0,51,2265.7596,3913.118,4073.2320000000004,2037.536342857143,2620.4489200000003
2022-09-06,1113.345,67.2457,0.2642857142857143,63,West,Office Supplies,Consumer,1,9,2022,0,0,63,1966.3528,2732.554,7153.728,1806.2207714285712,2419.10282
2022-09-07,1793.43,90.02550000000001,0.12142857142857144,59,Central,Office Supplies,Consumer,2,9,2022,0,0,59,1113.345,1060.1779999999999,1795.95,1910.971057142857,2419.01882
2022-09-08,1362.268,284.3107,0.1,52,West,Office Supplies,Consumer,3,9,2022,0,0,52,1793.43,3088.276,1786.092,1664.398485714286,2404.891353333333
2022-09-09,2079.414,517.9549000000001,0.08571428571428573,70,East,Office Supplies,Consumer,4,9,2022,0,0,70,1362.268,2406.41,3693.934,1617.6847714285718,2351.07402
2022-09-10,1551.702,154.5471,0.20714285714285713,53,East,Office Supplies,Corporate,5,9,2022,1,0,53,2079.414,743.224,3362.2369999999996,1733.1816285714287,2290.722853333333
2022-09-11,2335.426,99.85290000000002,0.16428571428571428,46,East,Office Supplies,Consumer,6,9,2022,1,0,46,1551.702,2265.7596,1626.46,1743.1339714285714,2314.355053333333
2022-09-12,2408.4,568.4767,0.13571428571428573,47,Central,Office Supplies,Corporate,0,9,2022,0,0,47,2335.426,1966.3528,1931.4260000000002,1806.2835714285716,2330.2541866666666
2022-09-13,5432.842000000001,1503.6616,0.24285714285714285,47,West,Office Supplies,Consumer,1,9,2022,0,0,47,2408.4,1113.345,1443.4419999999998,2423.3545714285715,2463.2341866666666
2022-09-14,3444.5980000000004,884.3892,0.03571428571428571,45,West,Office Supplies,Consumer,2,9,2022,0,0,45,5432.842000000001,1793.43,2680.01,2659.2357142857145,2488.720453333334
2022-09-15,1470.76,196.29399999999998,0.1357142857142857,49,Central,Office Supplies,Consumer,3,9,2022,0,0,49,3444.5980000000004,1362.268,1359.928,2674.7345714285716,2492.4148533333337
2022-09-16,1138.106,321.22760000000005,0.1285714285714286,41,West,Office Supplies,Corporate,4,9,2022,0,0,41,1470.76,2079.414,12902.336000000001,2540.2619999999997,2100.273853333333
2022-09-17,7997.789,-5988.6371,0.2571428571428572,49,East,Office Supplies,Home Office,5,9,2022,1,0,49,1138.106,1551.702,1321.8600000000001,3461.1315714285715,2322.80482
2022-09-18,1776.326,322.3639,0.08571428571428573,50,West,Office Supplies,Consumer,6,9,2022,1,0,50,7997.789,2335.426,3020.339,3381.260142857143,2281.33772
2022-09-19,2034.036,231.96099999999998,0.10714285714285714,40,West,Office Supplies,Corporate,0,9,2022,0,0,40,1776.326,2408.4,1385.516,3327.779571428571,2302.955053333333
2022-09-20,3683.7839999999997,272.23720000000003,0.1285714285714286,52,West,Office Supplies,Consumer,1,9,2022,0,0,52,2034.036,5432.842000000001,1224.154,3077.9141428571425,2384.94272
2022-09-21,2427.831,684.0793,0.12142857142857144,57,East,Office Supplies,Consumer,2,9,2022,0,0,57,3683.7839999999997,3444.5980000000004,1971.336,2932.6617142857144,2400.15922
2022-09-22,5791.505,-1434.4779,0.20714285714285716,53,Central,Office Supplies,Consumer,3,9,2022,0,0,53,2427.831,1470.76,2601.8188,3549.911,2506.482093333333
2022-09-23,1965.236,513.8946,0.14642857142857144,53,West,Office Supplies,Consumer,4,9,2022,0,0,53,5791.505,1138.106,1968.606,3668.072428571428,2506.36976
2022-09-24,5577.486,1243.1168,0.1571428571428571,50,East,Office Supplies,Corporate,5,9,2022,1,0,50,1965.236,7997.789,1223.87,3322.3148571428574,2651.4902933333333
2022-09-25,4901.915999999999,-20.561699999999995,0.15,49,South,Office Supplies,Consumer,6,9,2022,1,0,49,5577.486,1776.326,1687.802,3768.8277142857146,2758.6274266666665
2022-09-26,2179.9100000000003,115.79209999999999,0.1285714285714286,67,Central,Office Supplies,Consumer,0,9,2022,0,0,67,4901.915999999999,2034.036,1494.2644,3789.666857142857,2781.4822799999997
2022-09-27,1427.557,-12.1927,0.32857142857142857,52,West,Office Supplies,Consumer,1,9,2022,0,0,52,2179.9100000000003,3683.7839999999997,2802.486,3467.3487142857143,2735.6513133333333
2022-09-28,3002.438,191.38000000000002,0.15,53,West,Office Supplies,Consumer,2,9,2022,0,0,53,1427.557,2427.831,3913.118,3549.4354285714285,2705.2953133333335
2022-09-29,8204.116,9.333899999999971,0.20714285714285713,57,West,Furniture,Consumer,3,9,2022,0,0,57,3002.438,5791.505,2732.554,3894.0941428571427,2887.6807133333336
2022-09-30,3385.486,485.9017,0.14285714285714285,53,West,Furniture,Consumer,4,9,2022,0,0,53,8204.116,1965.236,1060.1779999999999,4096.987,2965.1909800000003
2022-10-01,4900.9016,-380.21360000000004,0.2871428571428572,55,Central,Office Supplies,Consumer,5,10,2022,1,0,55,3385.486,5577.486,3088.276,4000.3320857142858,3025.6118333333334
2022-10-02,1477.719,-70.3602,0.15357142857142855,45,West,Office Supplies,Consumer,6,10,2022,1,0,45,4900.9016,4901.915999999999,2406.41,3511.1610857142864,2994.6554666666666
2022-10-03,5448.767,-2777.2246,0.19999999999999998,48,West,Technology,Consumer,0,10,2022,0,0,48,1477.719,2179.9100000000003,743.224,3978.140657142857,3151.5069000000003
2022-10-04,3751.134,968.2237,0.1357142857142857,76,East,Office Supplies,Corporate,1,10,2022,0,0,76,5448.767,1427.557,2265.7596,4310.080228571429,3201.0193799999997
2022-10-05,2000.824,138.5881,0.23214285714285715,54,Central,Office Supplies,Consumer,2,10,2022,0,0,54,3751.134,3002.438,1966.3528,4166.992514285715,3202.1684200000004
2022-10-06,3714.162,1401.4703,0.25,52,Central,Office Supplies,Consumer,3,10,2022,0,0,52,2000.824,8204.116,1113.345,3525.570514285714,3288.86232
2022-10-07,2032.203,608.3593,0.20714285714285713,53,Central,Office Supplies,Consumer,4,10,2022,0,0,53,3714.162,3385.486,1793.43,3332.244371428572,3296.8214199999998
2022-10-08,3995.22,219.78889999999996,0.15714285714285717,68,East,Office Supplies,Consumer,5,10,2022,1,0,68,2032.203,4900.9016,1362.268,3202.8612857142857,3384.5864866666666
2022-10-09,8838.064,1287.631,0.1285714285714286,60,West,Furniture,Consumer,6,10,2022,1,0,60,3995.22,1477.719,2079.414,4254.339142857143,3609.8748199999995
2022-10-10,1765.0859999999998,128.4776,0.22142857142857145,60,Central,Office Supplies,Consumer,0,10,2022,0,0,60,8838.064,5448.767,1551.702,3728.0989999999997,3616.9876200000003
2022-10-11,2702.684,186.9743,0.09285714285714286,57,East,Technology,Consumer,1,10,2022,0,0,57,1765.0859999999998,3751.134,2335.426,3578.3204285714287,3629.229553333333
2022-10-12,2222.97,764.8758,0.1357142857142857,50,South,Office Supplies,Consumer,2,10,2022,0,0,50,2702.684,2000.824,2408.4,3610.055571428572,3623.0485533333335
2022-10-13,1227.548,282.2937,0.09285714285714286,62,East,Office Supplies,Consumer,3,10,2022,0,0,62,2222.97,3714.162,5432.842000000001,3254.8250000000003,3482.8720866666667
2022-10-14,3944.018,1024.0005,0.12142857142857143,64,West,Office Supplies,Consumer,4,10,2022,0,0,64,1227.548,2032.203,3444.5980000000004,3527.941428571429,3499.5194199999996
2022-10-15,1724.566,176.0065,0.2642857142857143,53,Central,Office Supplies,Consumer,5,10,2022,1,0,53,3944.018,3995.22,1470.76,3203.5622857142857,3507.9796199999996
2022-10-16,2205.986,275.3859,0.09285714285714286,35,East,Office Supplies,Consumer,6,10,2022,1,0,35,1724.566,8838.064,1138.106,2256.1225714285715,3543.57562
2022-10-17,2322.125,57.161100000000005,0.09999999999999999,48,East,Office Supplies,Consumer,0,10,2022,0,0,48,2205.986,1765.0859999999998,7997.789,2335.6995714285717,3354.38682
2022-10-18,3099.102,368.7025,0.08571428571428573,52,West,Office Supplies,Corporate,1,10,2022,0,0,52,2322.125,2702.684,1776.326,2392.3307142857143,3398.4793533333336
2022-10-19,5862.744,957.6496999999999,0.16428571428571428,52,East,Office Supplies,Consumer,2,10,2022,0,0,52,3099.102,2222.97,2034.036,2912.2984285714288,3526.102953333333
2022-10-20,2225.609,-40.07969999999999,0.2285714285714286,48,East,Office Supplies,Consumer,3,10,2022,0,0,48,5862.744,1227.548,3683.7839999999997,3054.878571428572,3477.49712
2022-10-21,2620.978,207.23499999999999,0.10714285714285714,44,East,Office Supplies,Consumer,4,10,2022,0,0,44,2225.609,3944.018,2427.831,2865.8728571428574,3483.9353533333333
2022-10-22,2293.428,890.0925,0.014285714285714287,50,East,Office Supplies,Consumer,5,10,2022,1,0,50,2620.978,1724.566,5791.505,2947.138857142857,3367.3327866666664
2022-10-23,1415.934,378.532,0.15714285714285717,54,Central,Office Supplies,Consumer,6,10,2022,1,0,54,2293.428,2205.986,1965.236,2834.274285714286,3349.02272
2022-10-24,2678.11,298.52410000000003,0.2857142857142857,44,Central,Office Supplies,Consumer,0,10,2022,0,0,44,1415.934,2322.125,5577.486,2885.1292857142857,3252.3768533333337
2022-10-25,1251.186,-54.908300000000025,0.15,53,East,Office Supplies,Consumer,1,10,2022,0,0,53,2678.11,3099.102,4901.915999999999,2621.141285714286,3130.6858533333334
2022-10-26,3663.778,786.3002999999999,0.10714285714285714,50,East,Office Supplies,Consumer,2,10,2022,0,0,50,1251.186,5862.744,2179.9100000000003,2307.0032857142855,3180.14812
2022-10-27,1144.992,206.1236,0.18571428571428572,51,Central,Office Supplies,Consumer,3,10,2022,0,0,51,3663.778,2225.609,1427.557,2152.629428571429,3170.7292866666667
2022-10-28,7018.522,1262.0762,0.14285714285714285,49,East,Office Supplies,Consumer,4,10,2022,0,0,49,1144.992,2620.978,3002.438,2780.85,3304.598753333333
2022-10-29,973.254,-123.6121,0.17142857142857143,43,West,Office Supplies,Consumer,5,10,2022,1,0,43,7018.522,2293.428,8204.116,2592.2537142857145,3063.57002
2022-10-30,1944.0410000000002,318.98170000000005,0.1357142857142857,46,East,Office Supplies,Consumer,6,10,2022,1,0,46,973.254,1415.934,3385.486,2667.6975714285713,3015.521853333333
2022-10-31,1721.05,148.3882,0.1357142857142857,56,East,Office Supplies,Consumer,0,10,2022,0,0,56,1944.0410000000002,2678.11,4900.9016,2530.9747142857145,2909.5267999999996
2022-11-01,2688.281,-482.1279,0.15357142857142855,50,South,Office Supplies,Corporate,1,11,2022,0,1,50,1721.05,1251.186,1477.719,2736.274,2949.8788666666665
2022-11-02,2935.472,-19.364200000000004,0.125,59,East,Office Supplies,Consumer,2,11,2022,0,1,59,2688.281,3663.778,5448.767,2632.230285714286,2866.1023666666665
2022-11-03,1472.2359999999999,189.26010000000002,0.18571428571428572,42,Central,Office Supplies,Consumer,3,11,2022,0,1,42,2935.472,1144.992,3751.134,2678.9794285714293,2790.1391
2022-11-04,3504.9809999999998,303.6737,0.18571428571428572,47,East,Furniture,Consumer,4,11,2022,0,1,47,1472.2359999999999,7018.522,2000.824,2177.045,2840.2776666666664
2022-11-05,1689.882,102.4977,0.16071428571428573,47,West,Office Supplies,Consumer,5,11,2022,1,1,47,3504.9809999999998,973.254,3714.162,2279.4204285714286,2772.8016666666667
