date,sales,profit,discount,quantity,customers,region,category,segment,day_of_week,month,year,is_weekend,is_holiday_season,sales_lag_1,sales_lag_7,sales_lag_30,sales_rolling_7,sales_rolling_30
2022-06-25,5976.86,1022.97,0.2,133,88,West,Technology,Home Office,5,6,2022,1,0,6405.36,6685.77,4587.73,5315.424285714286,5197.190333333333
2022-06-26,5963.82,1650.37,0.1,108,83,West,Office Supplies,Corporate,6,6,2022,1,0,5976.86,6845.67,4683.88,5189.445714285714,5239.8550000000005
2022-06-27,4800.11,1507.28,0.15,109,73,South,Technology,Corporate,0,6,2022,0,0,5963.82,4667.46,5506.04,5208.395714285713,5216.324
2022-06-28,4351.51,1143.39,0.05,128,69,West,Technology,Home Office,1,6,2022,0,0,4800.11,4202.2,7946.02,5229.725714285714,5096.5070000000005
2022-06-29,4755.51,770.73,0.0,142,74,Central,Office Supplies,Consumer,2,6,2022,0,0,4351.51,4451.51,4299.18,5273.154285714285,5111.717999999999
2022-06-30,4365.47,813.83,0.0,137,63,Central,Office Supplies,Home Office,3,6,2022,0,0,4755.51,4658.91,4109.64,5231.234285714286,5120.245666666667
2022-07-01,6939.14,1600.53,0.0,157,93,East,Office Supplies,Corporate,4,7,2022,0,0,4365.47,6405.36,4253.47,5307.488571428571,5209.768
2022-07-02,8637.19,1929.06,0.1,237,123,South,Technology,Corporate,5,7,2022,1,0,6939.14,5976.86,5192.99,5687.535714285715,5324.574666666666
2022-07-03,7848.16,1844.06,0.1,188,115,West,Furniture,Corporate,6,7,2022,1,0,8637.19,5963.82,5234.59,5956.727142857142,5411.693666666667
2022-07-04,5270.0,1169.04,0.0,170,78,Central,Office Supplies,Corporate,0,7,2022,0,0,7848.16,4800.11,5567.62,6023.854285714285,5401.773
2022-07-05,6369.07,2007.63,0.1,123,93,Central,Technology,Corporate,1,7,2022,0,0,5270.0,4351.51,5862.73,6312.077142857142,5418.651
2022-07-06,5452.83,1205.79,0.15,117,81,South,Furniture,Consumer,2,7,2022,0,0,6369.07,4755.51,4921.15,6411.694285714286,5436.373666666666
2022-07-07,5022.82,1154.29,0.0,133,72,Central,Office Supplies,Consumer,3,7,2022,0,0,5452.83,4365.47,4328.16,6505.601428571428,5459.529
2022-07-08,7445.77,1613.37,0.2,138,104,Central,Technology,Home Office,4,7,2022,0,0,5022.82,6939.14,4125.46,6577.977142857143,5570.206
2022-07-09,5906.02,1005.17,0.1,135,82,East,Furniture,Consumer,5,7,2022,1,0,7445.77,8637.19,4185.87,6187.8099999999995,5627.544333333333
2022-07-10,6993.97,1470.69,0.1,150,95,South,Office Supplies,Consumer,6,7,2022,1,0,5906.02,7848.16,5796.96,6065.782857142856,5667.444666666666
2022-07-11,5165.2,913.37,0.15,133,75,East,Technology,Corporate,0,7,2022,0,0,6993.97,5270.0,7169.72,6050.811428571427,5600.627333333334
2022-07-12,5523.08,963.35,0.0,162,76,West,Office Supplies,Consumer,1,7,2022,0,0,5165.2,6369.07,6650.0,5929.955714285715,5563.0633333333335
2022-07-13,6626.13,1855.41,0.05,153,96,West,Technology,Consumer,2,7,2022,0,0,5523.08,5452.83,4218.08,6097.570000000001,5643.331666666666
2022-07-14,6103.0,1474.33,0.05,145,88,South,Technology,Home Office,3,7,2022,0,0,6626.13,5022.82,4192.73,6251.88142857143,5707.007333333333
2022-07-15,5858.86,889.97,0.2,159,85,South,Office Supplies,Corporate,4,7,2022,0,0,6103.0,7445.77,5195.5,6025.179999999999,5729.119333333334
2022-07-16,7531.47,2361.14,0.15,204,108,West,Technology,Corporate,5,7,2022,1,0,5858.86,5906.02,4377.95,6257.387142857143,5834.236666666667
2022-07-17,8331.58,1366.3,0.1,241,117,East,Technology,Consumer,6,7,2022,1,0,7531.47,6993.97,4204.23,6448.4742857142855,5971.8150000000005
2022-07-18,5329.48,1343.91,0.1,154,76,West,Technology,Corporate,0,7,2022,0,0,8331.58,5165.2,6685.77,6471.942857142856,5926.605333333334
2022-07-19,4448.34,1202.99,0.2,136,66,East,Office Supplies,Home Office,1,7,2022,0,0,5329.48,5523.08,6845.67,6318.408571428571,5846.694333333334
2022-07-20,5893.86,1671.02,0.0,136,85,West,Technology,Corporate,2,7,2022,0,0,4448.34,6626.13,4667.46,6213.7985714285705,5887.574333333333
2022-07-21,5282.19,1105.95,0.0,159,77,Central,Office Supplies,Consumer,3,7,2022,0,0,5893.86,6103.0,4202.2,6096.54,5923.574
2022-07-22,5760.1,1246.06,0.1,122,77,East,Office Supplies,Consumer,4,7,2022,0,0,5282.19,5858.86,4451.51,6082.431428571428,5967.193666666667
2022-07-23,5744.25,1028.78,0.05,105,87,West,Technology,Corporate,5,7,2022,1,0,5760.1,7531.47,4658.91,5827.114285714286,6003.371666666667
2022-07-24,5657.0,1355.93,0.05,160,78,East,Office Supplies,Corporate,6,7,2022,1,0,5744.25,8331.58,6405.36,5445.0314285714285,5978.426333333334
2022-07-25,4008.89,1041.84,0.0,95,57,West,Technology,Home Office,0,7,2022,0,0,5657.0,5329.48,5976.86,5256.375714285715,5912.827333333333
2022-07-26,6418.57,975.22,0.15,148,91,Central,Office Supplies,Home Office,1,7,2022,0,0,4008.89,4448.34,5963.82,5537.837142857143,5927.9856666666665
2022-07-27,4735.18,867.8,0.0,110,66,South,Office Supplies,Corporate,2,7,2022,0,0,6418.57,5893.86,4800.11,5372.311428571428,5925.821333333332
2022-07-28,6195.28,1685.53,0.0,149,86,West,Technology,Consumer,3,7,2022,0,0,4735.18,5282.19,4351.51,5502.752857142857,5987.280333333332
2022-07-29,5816.45,1032.83,0.1,170,83,Central,Office Supplies,Corporate,4,7,2022,0,0,6195.28,5760.1,4755.51,5510.802857142858,6022.645
2022-07-30,7010.56,1789.79,0.0,199,99,Central,Furniture,Consumer,5,7,2022,1,0,5816.45,5744.25,4365.47,5691.704285714286,6110.814666666667
2022-07-31,8910.0,1714.36,0.0,266,128,West,Technology,Consumer,6,7,2022,1,0,7010.56,5657.0,6939.14,6156.418571428571,6176.509999999999
2022-08-01,3549.61,1116.43,0.0,95,48,South,Furniture,Corporate,0,8,2022,0,0,8910.0,4008.89,8637.19,6090.807142857143,6006.924
2022-08-02,4965.59,874.35,0.05,97,72,East,Furniture,Corporate,1,8,2022,0,0,3549.61,6418.57,7848.16,5883.238571428571,5910.838333333333
2022-08-03,6016.8,1179.59,0.0,110,80,Central,Furniture,Corporate,2,8,2022,0,0,4965.59,4735.18,5270.0,6066.327142857143,5935.731666666666
2022-08-04,5054.27,1035.66,0.0,85,68,Central,Office Supplies,Corporate,3,8,2022,0,0,6016.8,6195.28,6369.07,5903.325714285716,5891.905000000001
2022-08-05,4616.72,1527.39,0.1,115,60,South,Technology,Home Office,4,8,2022,0,0,5054.27,5816.45,5452.83,5731.935714285714,5864.0346666666655
2022-08-06,5222.86,1007.12,0.1,162,77,East,Office Supplies,Home Office,5,8,2022,1,0,4616.72,7010.56,5022.82,5476.55,5870.702666666666
2022-08-07,5196.39,1177.28,0.1,108,70,South,Technology,Consumer,6,8,2022,1,0,5222.86,8910.0,7445.77,4946.034285714287,5795.723333333333
2022-08-08,4289.96,1196.37,0.05,86,59,South,Office Supplies,Corporate,0,8,2022,0,0,5196.39,3549.61,5906.02,5051.798571428572,5741.854666666667
2022-08-09,5346.51,1328.5,0.1,157,72,West,Furniture,Corporate,1,8,2022,0,0,4289.96,4965.59,6993.97,5106.215714285715,5686.939333333333
2022-08-10,5148.95,1283.6,0.2,87,68,Central,Office Supplies,Home Office,2,8,2022,0,0,5346.51,6016.8,5165.2,4982.237142857143,5686.397666666667
2022-08-11,4153.7,866.21,0.1,97,59,South,Furniture,Corporate,3,8,2022,0,0,5148.95,5054.27,5523.08,4853.584285714286,5640.751666666667
2022-08-12,5243.83,1582.9,0.2,94,70,South,Office Supplies,Consumer,4,8,2022,0,0,4153.7,4616.72,6626.13,4943.171428571428,5594.675
2022-08-13,6031.67,1850.46,0.1,125,86,East,Technology,Corporate,5,8,2022,1,0,5243.83,5222.86,6103.0,5058.715714285715,5592.297333333334
2022-08-14,6009.33,1188.71,0.0,129,82,East,Furniture,Home Office,6,8,2022,1,0,6031.67,5196.39,5858.86,5174.849999999999,5597.312999999999
2022-08-15,3652.75,1189.09,0.05,81,45,Central,Furniture,Corporate,0,8,2022,0,0,6009.33,4289.96,7531.47,5083.82,5468.022333333332
2022-08-16,3560.97,918.54,0.0,91,54,East,Furniture,Corporate,1,8,2022,0,0,3652.75,5346.51,8331.58,4828.742857142856,5309.0019999999995
2022-08-17,5003.51,1153.79,0.0,109,73,West,Furniture,Corporate,2,8,2022,0,0,3560.97,5148.95,5329.48,4807.965714285715,5298.136333333333
2022-08-18,5087.61,1055.31,0.05,129,73,Central,Technology,Consumer,3,8,2022,0,0,5003.51,4153.7,4448.34,4941.381428571428,5319.445333333333
2022-08-19,6566.89,1470.91,0.05,130,95,East,Office Supplies,Consumer,4,8,2022,0,0,5087.61,5243.83,5893.86,5130.389999999999,5341.879666666667
2022-08-20,6522.48,1082.69,0.0,153,90,South,Office Supplies,Home Office,5,8,2022,1,0,6566.89,6031.67,5282.19,5200.505714285714,5383.222666666667
2022-08-21,4295.76,788.48,0.1,80,62,West,Technology,Home Office,6,8,2022,1,0,6522.48,6009.33,5760.1,4955.71,5334.4113333333335
2022-08-22,4120.78,599.16,0.2,79,63,South,Furniture,Consumer,0,8,2022,0,0,4295.76,3652.75,5744.25,5022.571428571428,5280.295666666667
2022-08-23,4007.55,773.15,0.1,71,56,Central,Office Supplies,Home Office,1,8,2022,0,0,4120.78,3560.97,5657.0,5086.368571428572,5225.313999999999
2022-08-24,4291.14,1206.43,0.0,83,59,West,Furniture,Corporate,2,8,2022,0,0,4007.55,5003.51,4008.89,4984.601428571428,5234.722333333334
2022-08-25,3935.77,1210.72,0.05,86,55,East,Office Supplies,Corporate,3,8,2022,0,0,4291.14,5087.61,6418.57,4820.052857142858,5151.962333333333
2022-08-26,5495.36,1533.43,0.05,149,75,South,Furniture,Consumer,4,8,2022,0,0,3935.77,6566.89,4735.18,4666.977142857143,5177.301666666667
2022-08-27,5812.32,1807.05,0.05,143,82,Central,Office Supplies,Corporate,5,8,2022,1,0,5495.36,6522.48,6195.28,4565.5257142857145,5164.536333333334
2022-08-28,7184.15,2197.04,0.1,197,98,West,Office Supplies,Corporate,6,8,2022,1,0,5812.32,4295.76,5816.45,4978.152857142857,5210.126333333334
2022-08-29,3906.93,765.41,0.05,109,58,West,Technology,Corporate,0,8,2022,0,0,7184.15,4120.78,7010.56,4947.602857142857,5106.6720000000005
2022-08-30,5181.47,1148.15,0.05,143,71,West,Office Supplies,Home Office,1,8,2022,0,0,3906.93,4007.55,8910.0,5115.305714285714,4982.3876666666665
2022-08-31,4655.8,1618.61,0.0,143,69,Central,Office Supplies,Consumer,2,8,2022,0,0,5181.47,4291.14,3549.61,5167.400000000001,5019.260666666666
2022-09-01,5349.29,1346.5,0.0,101,78,South,Technology,Home Office,3,9,2022,0,0,4655.8,3935.77,4965.59,5369.331428571429,5032.050666666666
2022-09-02,5010.0,890.21,0.1,132,67,Central,Technology,Consumer,4,9,2022,0,0,5349.29,5495.36,6016.8,5299.994285714286,4998.490666666667
2022-09-03,7627.49,1238.4,0.05,138,109,South,Office Supplies,Home Office,5,9,2022,1,0,5010.0,5812.32,5054.27,5559.3042857142855,5084.264666666666
2022-09-04,6089.07,879.76,0.1,193,89,South,Technology,Corporate,6,9,2022,1,0,7627.49,7184.15,4616.72,5402.864285714285,5133.342999999999
2022-09-05,4759.57,1165.46,0.0,101,67,West,Technology,Consumer,0,9,2022,0,0,6089.07,3906.93,5222.86,5524.669999999999,5117.9
2022-09-06,5614.13,936.65,0.1,162,81,Central,Office Supplies,Corporate,1,9,2022,0,0,4759.57,5181.47,5196.39,5586.478571428573,5131.824666666666
2022-09-07,4408.19,1171.58,0.05,96,59,West,Technology,Consumer,2,9,2022,0,0,5614.13,4655.8,4289.96,5551.105714285714,5135.765666666667
2022-09-08,4723.85,1208.65,0.2,88,73,West,Furniture,Home Office,3,9,2022,0,0,4408.19,5349.29,5346.51,5461.757142857144,5115.010333333334
2022-09-09,6276.85,1716.85,0.15,144,87,Central,Furniture,Home Office,4,9,2022,0,0,4723.85,5010.0,5148.95,5642.7357142857145,5152.607
2022-09-10,7557.12,2177.96,0.05,154,105,West,Office Supplies,Consumer,5,9,2022,1,0,6276.85,7627.49,4153.7,5632.682857142857,5266.054333333333
2022-09-11,7312.35,2268.2,0.05,149,106,East,Technology,Home Office,6,9,2022,1,0,7557.12,6089.07,5243.83,5807.437142857144,5335.005
2022-09-12,4699.01,847.3,0.0,125,69,West,Furniture,Home Office,0,9,2022,0,0,7312.35,4759.57,6031.67,5798.785714285715,5290.583
2022-09-13,4662.87,1420.04,0.05,93,69,South,Office Supplies,Home Office,1,9,2022,0,0,4699.01,5614.13,6009.33,5662.891428571428,5245.701
2022-09-14,5504.93,1592.02,0.05,108,77,Central,Furniture,Home Office,2,9,2022,0,0,4662.87,4408.19,3652.75,5819.568571428572,5307.440333333333
2022-09-15,4205.88,1310.63,0.05,111,64,West,Technology,Consumer,3,9,2022,0,0,5504.93,4723.85,3560.97,5745.572857142857,5328.937333333333
2022-09-16,6260.78,1413.43,0.15,179,92,Central,Office Supplies,Corporate,4,9,2022,0,0,4205.88,6276.85,5003.51,5743.277142857143,5370.846333333333
2022-09-17,6031.98,1498.72,0.15,151,79,East,Technology,Consumer,5,9,2022,1,0,6260.78,7557.12,5087.61,5525.400000000001,5402.325333333333
2022-09-18,6357.78,1482.13,0.15,139,87,Central,Office Supplies,Corporate,6,9,2022,1,0,6031.98,7312.35,6566.89,5389.032857142857,5395.355
2022-09-19,5266.19,1555.88,0.1,144,80,Central,Furniture,Consumer,0,9,2022,0,0,6357.78,4699.01,6522.48,5470.058571428571,5353.478666666667
2022-09-20,4216.08,1387.4,0.1,115,61,East,Furniture,Home Office,1,9,2022,0,0,5266.19,4662.87,4295.76,5406.231428571428,5350.822666666666
2022-09-21,4132.89,675.84,0.05,88,58,South,Office Supplies,Home Office,2,9,2022,0,0,4216.08,5504.93,4120.78,5210.225714285714,5351.226333333334
2022-09-22,5147.19,950.66,0.0,145,75,West,Furniture,Home Office,3,9,2022,0,0,4132.89,4205.88,4007.55,5344.698571428571,5389.214333333333
2022-09-23,6340.97,1668.37,0.0,199,93,West,Technology,Home Office,4,9,2022,0,0,5147.19,6260.78,4291.14,5356.154285714286,5457.542
2022-09-24,6291.78,2127.48,0.0,158,92,West,Furniture,Corporate,5,9,2022,1,0,6340.97,6031.98,3935.77,5393.268571428571,5536.0756666666675
2022-09-25,6250.84,1444.63,0.05,141,85,South,Office Supplies,Corporate,6,9,2022,1,0,6291.78,6357.78,5495.36,5377.9914285714285,5561.258333333333
2022-09-26,4071.05,1152.47,0.15,122,58,South,Technology,Consumer,0,9,2022,0,0,6250.84,5266.19,5812.32,5207.257142857142,5503.215999999999
2022-09-27,5011.65,1339.72,0.1,90,68,South,Office Supplies,Corporate,1,9,2022,0,0,4071.05,4216.08,7184.15,5320.910000000001,5430.7993333333325
2022-09-28,5321.59,1254.71,0.0,158,73,East,Office Supplies,Corporate,2,9,2022,0,0,5011.65,4132.89,3906.93,5490.7242857142855,5477.954666666667
2022-09-29,4800.66,1590.4,0.0,81,66,East,Office Supplies,Corporate,3,9,2022,0,0,5321.59,5147.19,5181.47,5441.22,5465.2609999999995
2022-09-30,4556.67,1288.43,0.0,130,62,South,Furniture,Home Office,4,9,2022,0,0,4800.66,6340.97,4655.8,5186.32,5461.956666666667
2022-10-01,7685.56,1817.26,0.1,214,108,East,Technology,Consumer,5,10,2022,1,0,4556.67,6291.78,5349.29,5385.431428571429,5539.832333333334
2022-10-02,5851.27,1964.8,0.05,150,85,South,Office Supplies,Consumer,6,10,2022,1,0,7685.56,6250.84,5010.0,5328.349999999999,5567.874666666667
2022-10-03,3959.7,983.24,0.05,110,54,East,Office Supplies,Corporate,0,10,2022,0,0,5851.27,4071.05,7627.49,5312.442857142858,5445.615000000001
2022-10-04,5414.35,1438.95,0.05,139,70,West,Technology,Corporate,1,10,2022,0,0,3959.7,5011.65,6089.07,5369.971428571429,5423.124333333334
2022-10-05,4096.88,1075.51,0.15,124,58,West,Furniture,Consumer,2,10,2022,0,0,5414.35,5321.59,4759.57,5195.012857142858,5401.034666666667
2022-10-06,4345.21,961.14,0.0,129,65,Central,Furniture,Home Office,3,10,2022,0,0,4096.88,4800.66,5614.13,5129.948571428571,5358.7373333333335
2022-10-07,4318.61,1270.29,0.05,126,61,South,Technology,Home Office,4,10,2022,0,0,4345.21,4556.67,4408.19,5095.9400000000005,5355.751333333333
2022-10-08,7038.7,1287.57,0.15,205,99,East,Technology,Corporate,5,10,2022,1,0,4318.61,7685.56,4723.85,5003.5314285714285,5432.9130000000005
2022-10-09,8267.99,1707.23,0.0,160,124,West,Furniture,Corporate,6,10,2022,1,0,7038.7,5851.27,6276.85,5348.777142857143,5499.284333333333
2022-10-10,3940.95,938.79,0.0,78,49,Central,Technology,Consumer,0,10,2022,0,0,8267.99,3959.7,7557.12,5346.098571428572,5378.745333333334
2022-10-11,5939.03,1977.81,0.0,175,88,South,Technology,Corporate,1,10,2022,0,0,3940.95,5414.35,7312.35,5421.052857142857,5332.968
2022-10-12,6028.03,1274.86,0.1,109,80,Central,Technology,Home Office,2,10,2022,0,0,5939.03,4096.88,4699.01,5696.931428571429,5377.268666666667
2022-10-13,4536.6,777.57,0.1,131,63,South,Technology,Corporate,3,10,2022,0,0,6028.03,4345.21,4662.87,5724.272857142858,5373.059666666667
2022-10-14,6067.53,1349.2,0.2,129,85,East,Office Supplies,Corporate,4,10,2022,0,0,4536.6,4318.61,5504.93,5974.118571428572,5391.813
2022-10-15,5937.8,1056.25,0.05,179,86,Central,Office Supplies,Consumer,5,10,2022,1,0,6067.53,7038.7,4205.88,5816.847142857143,5449.5436666666665
2022-10-16,6399.31,1251.9,0.2,146,93,East,Technology,Corporate,6,10,2022,1,0,5937.8,8267.99,6260.78,5549.892857142857,5454.1613333333335
2022-10-17,4530.62,1174.83,0.15,137,63,East,Office Supplies,Corporate,0,10,2022,0,0,6399.31,3940.95,6031.98,5634.13142857143,5404.116
2022-10-18,4948.42,854.04,0.0,122,71,West,Technology,Consumer,1,10,2022,0,0,4530.62,5939.03,6357.78,5492.615714285714,5357.137333333333
2022-10-19,4542.44,1327.63,0.05,97,63,East,Furniture,Corporate,2,10,2022,0,0,4948.42,6028.03,5266.19,5280.388571428572,5333.012333333333
2022-10-20,5341.58,834.48,0.0,159,78,East,Technology,Corporate,3,10,2022,0,0,4542.44,4536.6,4216.08,5395.385714285714,5370.5289999999995
2022-10-21,5206.23,770.94,0.2,139,75,South,Furniture,Home Office,4,10,2022,0,0,5341.58,6067.53,4132.89,5272.342857142858,5406.307
2022-10-22,6938.45,1086.82,0.0,156,104,East,Office Supplies,Corporate,5,10,2022,1,0,5206.23,5937.8,5147.19,5415.292857142857,5466.015666666667
2022-10-23,7120.18,1065.76,0.15,146,102,Central,Technology,Home Office,6,10,2022,1,0,6938.45,6399.31,6340.97,5518.274285714286,5491.989333333333
2022-10-24,4543.16,1087.68,0.0,116,66,West,Technology,Consumer,0,10,2022,0,0,7120.18,4530.62,6291.78,5520.065714285714,5433.702
2022-10-25,3615.82,847.94,0.0,117,54,East,Technology,Corporate,1,10,2022,0,0,4543.16,4948.42,6250.84,5329.694285714286,5345.868
2022-10-26,5211.64,1286.45,0.2,157,77,East,Furniture,Home Office,2,10,2022,0,0,3615.82,4542.44,4071.05,5425.294285714285,5383.8876666666665
2022-10-27,6189.53,1077.28,0.0,148,90,South,Office Supplies,Corporate,3,10,2022,0,0,5211.64,5341.58,5011.65,5546.429999999999,5423.150333333334
2022-10-28,5940.57,905.85,0.15,123,83,East,Furniture,Corporate,4,10,2022,0,0,6189.53,5206.23,5321.59,5651.335714285714,5443.782999999999
2022-10-29,7646.97,1267.82,0.0,238,114,East,Technology,Consumer,5,10,2022,1,0,5940.57,6938.45,4800.66,5752.552857142858,5538.660000000001
2022-10-30,6408.4,1611.31,0.1,126,86,East,Office Supplies,Consumer,6,10,2022,1,0,7646.97,7120.18,4556.67,5650.87,5600.384333333333
2022-10-31,3926.44,1030.9,0.15,72,56,East,Technology,Consumer,0,10,2022,0,0,6408.4,4543.16,7685.56,5562.767142857142,5475.080333333333
2022-11-01,5527.05,1017.62,0.0,120,78,East,Furniture,Corporate,1,11,2022,0,1,3926.44,3615.82,5851.27,5835.8,5464.273
2022-11-02,7646.93,1273.78,0.05,159,111,West,Office Supplies,Home Office,2,11,2022,0,1,5527.05,5211.64,3959.7,6183.698571428571,5587.180666666667
2022-11-03,6718.88,1603.73,0.1,172,96,Central,Technology,Corporate,3,11,2022,0,1,7646.93,6189.53,5414.35,6259.32,5630.664999999999
2022-11-04,7774.57,1896.44,0.0,229,109,East,Office Supplies,Consumer,4,11,2022,0,1,6718.88,5940.57,4096.88,6521.32,5753.254666666666
2022-11-05,7449.32,1425.79,0.0,191,106,East,Office Supplies,Corporate,5,11,2022,1,1,7774.57,7646.97,4345.21,6493.084285714285,5856.725
2022-11-06,9287.72,2152.57,0.05,197,133,South,Technology,Corporate,6,11,2022,1,1,7449.32,6408.4,4318.61,6904.415714285715,6022.362
2022-11-07,6029.29,1648.49,0.0,135,85,South,Office Supplies,Home Office,0,11,2022,0,1,9287.72,3926.44,7038.7,7204.822857142857,5988.715
2022-11-08,6563.25,991.2,0.1,118,96,Central,Office Supplies,Home Office,1,11,2022,0,1,6029.29,5527.05,8267.99,7352.851428571428,5931.890333333334
2022-11-09,5871.32,1897.81,0.05,128,79,East,Office Supplies,Consumer,2,11,2022,0,1,6563.25,7646.93,3940.95,7099.192857142857,5996.236
2022-11-10,7130.51,991.42,0.15,215,100,Central,Technology,Home Office,3,11,2022,0,1,5871.32,6718.88,5939.03,7157.997142857143,6035.952
2022-11-11,8459.54,1575.49,0.15,151,122,South,Technology,Consumer,4,11,2022,0,1,7130.51,7774.57,6028.03,7255.849999999999,6117.002333333334
2022-11-12,6675.97,1954.25,0.05,122,93,East,Technology,Home Office,5,11,2022,1,1,8459.54,7449.32,4536.6,7145.371428571429,6188.314666666667
2022-11-13,9558.57,2019.39,0.1,254,136,Central,Office Supplies,Corporate,6,11,2022,1,1,6675.97,9287.72,6067.53,7184.064285714286,6304.682666666666
2022-11-14,4999.69,921.79,0.0,93,71,West,Furniture,Consumer,0,11,2022,0,1,9558.57,6029.29,5937.8,7036.978571428571,6273.412333333333
2022-11-15,5556.3,1132.28,0.05,95,79,East,Furniture,Consumer,1,11,2022,0,1,4999.69,6563.25,6399.31,6893.128571428571,6245.312000000001
2022-11-16,7061.38,1718.19,0.0,200,100,South,Office Supplies,Corporate,2,11,2022,0,1,5556.3,5871.32,4530.62,7063.137142857143,6329.670666666667
2022-11-17,6812.42,1327.21,0.1,161,99,East,Technology,Corporate,3,11,2022,0,1,7061.38,7130.51,4948.42,7017.695714285714,6391.804
2022-11-18,6432.57,1667.37,0.05,147,93,East,Furniture,Home Office,4,11,2022,0,1,6812.42,8459.54,4542.44,6728.128571428571,6454.808333333333
2022-11-19,9898.72,2737.6,0.1,213,136,East,Furniture,Corporate,5,11,2022,1,1,6432.57,6675.97,5341.58,7188.521428571429,6606.713000000001
2022-11-20,8768.74,1777.75,0.15,162,121,South,Furniture,Consumer,6,11,2022,1,1,9898.72,9558.57,5206.23,7075.688571428572,6725.463333333333
2022-11-21,4177.11,1287.99,0.0,72,60,Central,Office Supplies,Consumer,0,11,2022,0,1,8768.74,4999.69,6938.45,6958.177142857143,6633.4186666666665
2022-11-22,7216.32,2508.45,0.0,167,107,East,Furniture,Consumer,1,11,2022,0,1,4177.11,5556.3,7120.18,7195.322857142856,6636.623333333333
2022-11-23,6435.7,2151.03,0.05,108,88,South,Technology,Home Office,2,11,2022,0,1,7216.32,7061.38,4543.16,7105.9400000000005,6699.708
2022-11-24,5102.05,1263.11,0.0,102,68,West,Office Supplies,Corporate,3,11,2022,0,1,6435.7,6812.42,3615.82,6861.601428571428,6749.248999999999
2022-11-25,8425.3,2702.77,0.15,214,119,East,Furniture,Home Office,4,11,2022,0,1,5102.05,6432.57,5211.64,7146.277142857143,6856.371
2022-11-26,9056.4,1805.68,0.0,225,130,Central,Furniture,Home Office,5,11,2022,1,1,8425.3,9898.72,6189.53,7025.945714285714,6951.933333333333
2022-11-27,7922.89,1731.07,0.0,153,110,South,Office Supplies,Home Office,6,11,2022,1,1,9056.4,8768.74,5940.57,6905.11,7018.010666666666
2022-11-28,4454.29,1063.72,0.0,115,65,Central,Technology,Home Office,0,11,2022,0,1,7922.89,4177.11,7646.97,6944.707142857143,6911.588
2022-11-29,6986.63,1503.28,0.0,187,97,South,Technology,Home Office,1,11,2022,0,1,4454.29,7216.32,6408.4,6911.894285714286,6930.8623333333335
2022-11-30,6149.4,1550.51,0.05,104,84,Central,Furniture,Home Office,2,11,2022,0,1,6986.63,6435.7,3926.44,6870.994285714284,7004.960999999999
2022-12-01,8246.89,1343.59,0.15,206,119,Central,Furniture,Consumer,3,12,2022,0,1,6149.4,5102.05,5527.05,7320.257142857144,7095.622333333334
2022-12-02,8842.19,1470.26,0.15,265,128,Central,Technology,Corporate,4,12,2022,0,1,8246.89,8425.3,7646.93,7379.812857142856,7135.464333333333
2022-12-03,8831.15,2670.18,0.0,191,129,Central,Furniture,Home Office,5,12,2022,1,1,8842.19,9056.4,6718.88,7347.634285714286,7205.873333333334
2022-12-04,10925.85,2437.62,0.15,304,158,South,Furniture,Home Office,6,12,2022,1,1,8831.15,7922.89,7774.57,7776.628571428571,7310.916
2022-12-05,7579.46,1302.55,0.0,241,112,South,Office Supplies,Consumer,0,12,2022,0,1,10925.85,4454.29,7449.32,8223.081428571428,7315.254
2022-12-06,6693.42,1346.78,0.0,141,98,East,Office Supplies,Home Office,1,12,2022,0,1,7579.46,6986.63,9287.72,8181.194285714286,7228.777333333333
2022-12-07,8664.18,2429.05,0.05,151,124,Central,Furniture,Corporate,2,12,2022,0,1,6693.42,6149.4,6029.29,8540.448571428571,7316.607
2022-12-08,10196.84,2043.76,0.15,271,147,Central,Technology,Consumer,3,12,2022,0,1,8664.18,8246.89,6563.25,8819.012857142858,7437.7266666666665
2022-12-09,9506.64,1436.77,0.0,245,134,South,Office Supplies,Consumer,4,12,2022,0,1,10196.84,8842.19,5871.32,8913.934285714286,7558.9039999999995
2022-12-10,12055.09,2983.94,0.0,313,173,West,Technology,Corporate,5,12,2022,1,1,9506.64,8831.15,7130.51,9374.497142857143,7723.056666666667
2022-12-11,14124.92,2029.14,0.1,362,204,Central,Furniture,Corporate,6,12,2022,1,1,12055.09,10925.85,8459.54,9831.507142857143,7911.902666666666
2022-12-12,6847.33,1895.66,0.1,164,97,South,Technology,Corporate,0,12,2022,0,1,14124.92,7579.46,6675.97,9726.917142857143,7917.614666666666
2022-12-13,9010.02,1919.06,0.15,186,132,Central,Technology,Corporate,1,12,2022,0,1,6847.33,6693.42,9558.57,10057.859999999999,7899.3296666666665
2022-12-14,9178.94,1438.65,0.0,229,131,Central,Office Supplies,Home Office,2,12,2022,0,1,9010.02,8664.18,4999.69,10131.397142857142,8038.638000000001
2022-12-15,7242.69,1693.87,0.05,217,104,West,Technology,Corporate,3,12,2022,0,1,9178.94,10196.84,5556.3,9709.375714285716,8094.851
2022-12-16,10628.79,2561.14,0.15,299,148,Central,Office Supplies,Home Office,4,12,2022,0,1,7242.69,9506.64,7061.38,9869.682857142858,8213.764666666666
2022-12-17,10309.12,1822.3,0.0,252,149,West,Furniture,Home Office,5,12,2022,1,1,10628.79,12055.09,6812.42,9620.258571428572,8330.321333333333
